SITECODE,SITENAME,GNIS_NAME,lon,lat
USGS03527220,"CLINCH RIVER NEAR LOONEYS GAP,",Clinch River,-82.938754,36.57280708
USGS03531500,"POWELL RIVER NEAR JONESVILLE,",Powell River,-83.09489278,36.66203367
USGS03560110,OCOEE RIVER BELOW FIGHTINGTOWN,Ocoee River,-84.38186766,34.99341344
USGS03561420,OCOEE RIVER ABOVE BARKER MILL,Ocoee River,-84.40974376,35.00309079
USGS03573182,"SCARHAM CREEK NEAR MCVILLE, AL",Scarham Creek,-86.11664301,34.29842588
USGS0357479650,HESTER CREEK AT BUDDY WILLIAMS,Hester Creek,-86.4614018520688,34.9605038960036
USGS03575100,"FLINT RIVER AT BROWNSBORO, AL.",Flint River,-86.44665512,34.7492568000001
USGS035825882,"CANE CREEK NEAR HOWELL, TN",Cane Creek,-86.6231154696755,35.2229414678813
USGS035977607,ANDERTON BRANCH NEAR WILLOW GR,Anderton Branch,-86.3040433165332,35.4011034319204
USGS03597860,"DUCK RIVER AT SHELBYVILLE, TN",Duck River,-86.46259674,35.48290044
USGS03598250,NORTH FORK CREEK NEAR POPLINS,North Fork Creek,-86.59628148,35.58454778
USGS03601624,UNNAMED TRIB (S18-DS1) TO LOCK,Locke Branch,-87.0962877481033,35.8742050411329
USGS03601630,LOCKE BRANCH NEAR BENDING CHES,Locke Branch,-87.10389501,35.87201008
USGS03601665,"YOUNGER CREEK NEAR CRAIGFIELD,",Younger Creek,-87.17750786,35.88173212
USGS04041500,"STURGEON RIVER NEAR ALSTON, MI",Sturgeon River,-88.66207892,46.72632347
USGS04043140,GOMANCHE CREEK AT INDIAN ROAD,Gomanche Creek,-88.36179667,46.75104286
USGS04043150,"SILVER RIVER NEAR L'ANSE, MI",Silver River,-88.31707238,46.80409698
USGS04043238,SALMON TROUT RIVER NEAR BIG BA,Salmon Trout River,-87.87762988,46.78214818
USGS04043244,EAST BRANCH SALMON TROUT RIVER,East Branch Salmon Trout River,-87.85235217,46.78575894
USGS04043275,"YELLOW DOG RIVER NEAR BIG BAY,",Yellow Dog River,-87.8406871,46.7135391
USGS04059000,"ESCANABA RIVER AT CORNELL, MI",Escanaba River,-87.21374817,45.90857271
USGS04063700,"POPPLE RIVER NEAR FENCE, WI",Popple River,-88.4639063626252,45.7634132245915
USGS04066800,"MENOMINEE RIVER AT KOSS, MI",Menominee River,-87.7020585,45.38719517
USGS04069500,"PESHTIGO RIVER AT PESHTIGO, WI",Peshtigo River,-87.74454972,45.04748594
USGS04072016,"DUCK CREEK AT MURPHY CORNER, W",Duck Creek,-88.32482639,44.38637627
USGS04072150,"DUCK CREEK NEAR HOWARD, WI",Trout Creek,-88.12972222,44.53583333
USGS04072233,LANCASTER BROOK AT SHAWANO AVE,"",-88.10288133,44.55804722
USGS04073500,"FOX RIVER AT BERLIN, WI",Fox River,-88.95261447,43.95386981
USGS04077630,RED RIVER AT MORGAN ROAD NEAR,Red River,-88.8442729,44.8980311
USGS04078085,BLACK OTTER CREEK NEAR HORTONV,Black Otter Creek,-88.64427254,44.33581598
USGS0407809265,MIDDLE BRANCH EMBARRASS RIVER,Middle Branch Embarrass River,-89.11816675,44.82525121
USGS04079000,"WOLF RIVER AT NEW LONDON, WI",Wolf River,-88.74038124,44.39220262
USGS04082400,"FOX RIVER AT OSHKOSH, WI",Fox River,-88.54094725,44.01359504
USGS04083420,PARSONS CREEK UPSTREAM SITE NE,Parsons Creek,-88.47204953,43.69332383
USGS04083425,PARSONS CREEK DOWNSTREAM SITE,Parsons Creek,-88.47538304,43.69721258
USGS04083545,FOND DU LAC RIVER @ W. ARNDT S,Fond du Lac River,-88.45894444,43.78638889
USGS04084429,MUD CREEK AT SPENCER ROAD AT A,Mud Creek,-88.46177397,44.2585973400001
USGS04084445,"FOX RIVER AT APPLETON, WI",Fox River,-88.42316288,44.24804205
USGS04084468,GARNERS CREEK AT PARK STREET A,Garners Creek,-88.30538405,44.2647095
USGS04085119,BOWER CREEK @ COUNTY TRNK HIGH,Bower Creek,-87.94009936,44.42249308
USGS040851235,BOWER CREEK TRIB AT LIME KILN,"",-87.98065739,44.45249273
USGS040851378,EAST RIVER AT MONROE STREET AT,East River,-88.00677056,44.5172147
USGS04085188,RIO CREEK AT PHEASANT ROAD NEA,Rio Creek,-87.52703406,44.60333167
USGS040851932,KEWAUNEE RIVER TRIB @ LOWELL R,"",-87.71342756,44.59249503
USGS040853145,BLACK CREEK AT CURRAN ROAD NEA,Black Creek,-87.74536717,44.33721687
USGS04085322,DEVILS RIVER AT ROSENCRANS ROA,Devils River,-87.82675881,44.30916061
USGS04085395,SOUTH BRANCH MANITOWOC RIVER A,South Branch Manitowoc River,-88.11815476,44.02471398
USGS040854395,POINT CREEK AT UCKER POINT ROA,Point Creek,-87.72619686,43.9649942
USGS04085454,MEEME RIVER AT CT HIGHWAY XX N,Meeme River,-87.81258851,43.92221611
USGS04085455,MEEME RIVER AT WASHINGTON ROAD,Meeme River,-87.80869949,43.91360505
USGS040857005,OTTER CREEK AT WILLOW ROAD NEA,Otter Creek,-87.92148083,43.78888308
USGS04085746,MULLET RIVER AT OLD WADE HOUSE,Mullet River,-88.08527778,43.7775
USGS04086000,"SHEBOYGAN RIVER AT SHEBOYGAN,",Sheboygan River,-87.75397542,43.7416615400001
USGS04086149,MILWAUKEE RIVER ABOVE DAM AT K,Milwaukee River,-88.22231838,43.52721903
USGS04086200,EAST BRANCH MILWAUKEE RIVER AT,East Branch Milwaukee River,-88.18842928,43.55027436
USGS04086340,NORTH BRANCH MILWAUKEE RIVER N,North Branch Milwaukee River,-88.06092638,43.48277654
USGS04086699,PIGEON CREEK AT WILLIAMSBURG D,"",-87.98564464,43.23361795
USGS040869416,LINCOLN CREEK @ SHERMAN BOULEV,Lincoln Creek,-87.9670999671985,43.0970049295934
USGS04087000,"MILWAUKEE RIVER AT MILWAUKEE,",Milwaukee River,-87.90897449,43.10001159
USGS04087030,MENOMONEE RIVER AT MENOMONEE F,Menomonee River,-88.1039796,43.1727858100001
USGS040870856,UNDERWOOD CR AT WATERTOWN PLAN,Underwood Creek,-88.07953351,43.0427901
USGS04087118,HONEY CREEK NEAR PORTLAND AVEN,"",-88.01064304,43.0422352400001
USGS040871473,WILSON PARK CREEK AT GMIA INFA,"",-87.886613930709,42.9445613699024
USGS040871475,WILSON PARK CREEK @ GMIA OUTFA,"",-87.9070561596797,42.9567726089027
USGS040871488,WILSON PARK CR @ ST. LUKES HOS,"",-87.95202971,42.98973711
USGS04087170,MILWAUKEE RIVER AT MOUTH AT MI,Kinnickinnic River,-87.89841762,43.02445858
USGS04087204,"OAK CREEK AT SOUTH MILWAUKEE,",Oak Creek,-87.87008166,42.9250163
USGS04087213,ROOT RIVER AT LAYTON AVENUE AT,Root River,-88.04008717,42.95890366
USGS040872393,HOODS CREEK AT BROOK ROAD NEAR,Hoods Creek,-87.86618958,42.7727966200001
USGS04087240,"ROOT RIVER AT RACINE, WI",Root River,-87.82368751,42.7514083
USGS04087270,PIKE CREEK AT 43RD STREET AT K,"",-87.8293354860827,42.5961233726463
USGS04107850,"KALAMAZOO RIVER NEAR ALLEGAN,",Kalamazoo River,-85.79835502,42.48225575
USGS04121650,"MUSKEGON RIVER AT BIG RAPIDS,",Muskegon River,-85.46754416,43.69363404
USGS04121660,"MUSKEGON RIVER NEAR STANWOOD,",Muskegon River,-85.477931058533,43.6115247446176
USGS04121680,"MUSKEGON RIVER NEAR OXBOW, MI",Muskegon River,-85.63060189,43.48585702
USGS04121944,LITTLE MUSKEGON RIVER NEAR OAK,Little Muskegon River,-85.59559888,43.43085818
USGS04121970,"MUSKEGON RIVER NEAR CROTON, MI",Muskegon River,-85.66532385,43.43474558
USGS04124000,"MANISTEE RIVER NEAR SHERMAN, M",Manistee River,-85.69867924,44.43639239
USGS04124200,"MANISTEE RIVER NEAR MESICK, MI",Manistee River,-85.82090503,44.36305963
USGS04125460,PINE RIVER AT HIGH SCHOOL BRID,Pine River,-85.76978632,44.1933400900001
USGS04125550,"MANISTEE RIVER NEAR WELLSTON,",Manistee River,-85.94174209,44.25944997
USGS04126802,CRYSTAL RIVER AT COUNTY HWY 67,Crystal River,-85.96231347,44.9033291100001
USGS04126970,BOARDMAN R ABOVE BROWN BRIDGE,Boardman River,-85.43673105,44.65667001
USGS04136000,"AU SABLE RIVER NEAR RED OAK, M",Au Sable River,-84.29251461,44.6769593
USGS04136500,"AU SABLE RIVER AT MIO, MI",Au Sable River,-84.13111674,44.6600138500001
USGS04136900,"AU SABLE RIVER NEAR MC KINLEY,",Au Sable River,-83.83777778,44.61277778
USGS04137005,AU SABLE RIVER NEAR CURTISVILL,Au Sable River,-83.80276405,44.56084749
USGS04137020,AU SABLE RIVER NEAR SOUTH BRAN,Au Sable River,-83.72137142,44.46334886
USGS04137025,"AU SABLE RIVER NEAR GLENNIE, M",Au Sable River,-83.67442538,44.45418232
USGS04137030,"AU SABLE RIVER NEAR SIDTOWN, M",Au Sable River,-83.57108839,44.47279328
USGS04137500,"AU SABLE RIVER NEAR AU SABLE,",Au Sable River,-83.43386095,44.43640447
USGS04143830,"SHIAWASSEE RIVER AT HOLLY, MI",Shiawassee River,-83.6477262,42.79919494
USGS04159492,"BLACK RIVER NEAR JEDDO, MI",Black River,-82.62409182,43.15252665
USGS04160398,"PINE RIVER NEAR MARYSVILLE, MI",Pine River,-82.53797151,42.85864221
USGS04160625,"BELLE RIVER NEAR MARINE CITY,",Belle River,-82.51213475,42.76836606
USGS04160800,SASHABAW CREEK NEAR DRAYTON PL,"",-83.35355088,42.72003071
USGS04160900,CLINTON RIVER NEAR DRAYTON PLA,Clinton River,-83.39021637,42.66030923
USGS04161000,"CLINTON RIVER AT AUBURN HILLS,",Clinton River,-83.22437824,42.63336646
USGS04161540,"PAINT CREEK AT ROCHESTER, MI",Paint Creek,-83.14298863,42.6883655800001
USGS04161810,CLINTON RIVER AT AVON ROAD AT,Clinton River,-83.09631983,42.6716992
USGS04161820,CLINTON RIVER AT STERLING HEIG,Clinton River,-83.02659329,42.61447814
USGS04163030,"RED RUN AT WARREN, MI",Red Run,-83.00575656,42.53781308
USGS04164000,"CLINTON RIVER NEAR FRASER, MI",Clinton River,-82.95158897,42.57781225
USGS04164980,MIDDLE BRANCH CLINTON RIVER NE,"",-82.93325723,42.64281092
USGS04165500,CLINTON RIVER AT MORAVIAN DRIV,Clinton River,-82.90880998,42.59586743
USGS04165557,CLINTON RIVER BYPASS AT MOUTH,"",-82.84519472,42.5614236500001
USGS04165559,CLINTON RIVER NEAR MT. CLEMENS,Clinton River,-82.82602859,42.59642295
USGS04166100,"RIVER ROUGE AT SOUTHFIELD, MI","Rouge, River",-83.29743079,42.4475356300001
USGS04166315,UPPER RIVER ROUGE AT CLARENCEV,Upper River Rouge,-83.33659853,42.44670217
USGS04166470,"UPPER RIVER ROUGE AT DETROIT,",Upper River Rouge,-83.27826325,42.39420311
USGS04166500,"RIVER ROUGE AT DETROIT, MI","Rouge, River",-83.2546513,42.37309234
USGS04166750,MIDDLE RIVER ROUGE AT PLYMOUTH,Middle River Rouge,-83.44549026,42.37170308
USGS04167150,MIDDLE RIVER ROUGE AT DEARBORN,Middle River Rouge,-83.24798411,42.33059292
USGS04167625,"LOWER RIVER ROUGE AT WAYNE, MI",Lower River Rouge,-83.42743395,42.28448237
USGS04168400,"LOWER RIVER ROUGE AT DEARBORN,",Lower River Rouge,-83.25270633,42.30837099
USGS04168530,"RIVER ROUGE AT ALLEN PARK, MI",River Rouge,-83.19937079,42.30087127
USGS04170000,"HURON RIVER AT MILFORD, MI",Huron River,-83.62660809,42.57892089
USGS04174500,"HURON RIVER AT ANN ARBOR, MI",Huron River,-83.73382955,42.28698238
USGS04174518,"MALLETTS CREEK AT ANN ARBOR, M","",-83.68827307,42.2647606
USGS04201500,Rocky River near Berea OH,Rocky River,-81.8870822,41.4067149000001
USGS04213152,"Walnut Creek Upstream Pool, ne",Walnut Creek,-80.23472222,42.0738888900001
USGS0422026250,NORTHRUP CREEK AT NORTH GREECE,Northrup Creek,-77.7422961943401,43.2535880184173
USGS04232034,IRONDEQUOIT CR AT RAILROAD MIL,Irondequoit Creek,-77.4780502,43.027841
USGS0423204140,MILL CR TRIB SITEA-MILL RD NR,Mill Creek,-77.5012329174701,43.0603668289413
USGS0423204141,MILL CR TRIB SITEB-MILL RD NR,Mill Creek,-77.5011636811069,43.0606215493985
USGS0423204920,EAST BRANCH ALLEN CREEK AT PIT,East Branch Allen Creek,-77.5334245729027,43.1030702972374
USGS04232050,ALLEN CREEK NEAR ROCHESTER NY,"",-77.5186085,43.13034057
USGS0423205010,IRONDEQUOIT CR ABV BLOSSOM RD,Irondequoit Creek,-77.51194171,43.14506276
USGS0423205025,IRONDEQUOIT CREEK AT EMPIRE BL,"",-77.52610918,43.17589592
USGS04232133,STERLING CREEK AT MOUTH AT NOR,"",-76.69880556,43.3436388900001
USGS04235820,GROUT BROOK TRIB SOUTHEAST OF,Grout Brook,-76.2380634155762,42.7569949375691
USGS0424014980,SPAFFORD CR TRIB NR SAWMILL RD,Spafford Creek,-76.23187279,42.8264563000001
USGS04282795,LAPLATTE RIVER AT SHELBURNE FA,"Platte River, La",-73.21623674,44.37005122
USGS04282813,POTASH BR @ QUEEN CITY PARK RD,Potash Brook,-73.21346036,44.44588307
USGS04288225,W BRANCH LITTLE R ABV BINGHAM,West Branch Little River,-72.77178853,44.52338556
USGS04289880,"MILL BROOK ABOVE VT 117, NEAR",Mill Brook,-73.01777778,44.45583333
USGS04289881,"MILL BROOK BELOW VT 117, NEAR",Mill Brook,-73.01833333,44.45527778
USGS04290160,"ALDER BROOK ABOVE VT 289, NEAR",Alder Brook,-73.07151589,44.50171661
USGS042901608,"ALDER BROOK TRIB AT MOUTH, NEA",Alder Brook,-73.07166667,44.50194444
USGS04290161,"ALDER BROOK BELOW VT 289, NEAR",Alder Brook,-73.07166667,44.5
USGS042903349,"ALLEN BROOK ABOVE VT 2A, NEAR",Allen Brook,-73.11123747,44.46032821
USGS04290335,"ALLEN BROOK AT VT 2A, NEAR ESS",Allen Brook,-73.1126264,44.46171705
USGS05014300,Swiftcurrent Cr ab Swiftcurren,Swiftcurrent Creek,-113.680295114573,48.7955011560454
USGS05049000,USGS05049000,Mustinka River,-96.49062185,45.82079402
USGS05051521,"WHISKEY CREEK AT KENT, MN",Whisky Creek,-96.6795157919004,46.4395284125732
USGS05054000,USGS05054000,Red River of the North,-96.7836924,46.86107501
USGS05054200,USGS05054200,Red River of the North,-96.8205334372633,46.9765605117634
USGS05054500,USGS05054500,Sheyenne River,-99.9510346768875,47.6986969367204
USGS05055170,"SHEYENNE RIVER NEAR MADDOCK, N",Sheyenne River,-99.6192853136969,47.9025740565629
USGS05055300,SHEYENNE R AB DEVILS LK STATE,Sheyenne River,-99.41624229,47.90778278
USGS05055400,SHEYENNE R BL DEVILS LK STATE,Sheyenne River,-99.2766836916492,47.8211206610119
USGS05056000,Sheyenne R. @ Warwick,Sheyenne River,-98.7165196332404,47.8053327809739
USGS05057000,USGS05057000,Sheyenne River,-98.02759541,47.43277097
USGS05057200,USGS05057200,Baldhill Creek,-98.12481891,47.22915623
USGS05058000,"",Sheyenne River,-98.0832472482545,47.0334670822143
USGS05059300,"",Sheyenne River,-96.926616480123,46.7505988682451
USGS05060100,USGS05060100,Maple River,-97.05258699,46.90524871
USGS05064500,USGS05064500,Red River of the North,-96.8439485849104,47.3519143915039
USGS05082500,RED RIVER OF THE NORTH AT GRA*,Red River of the North,-97.0293043873866,47.9271784292048
USGS05114000,SOURIS RIVER,Souris River,-101.958767949824,48.9909787005923
USGS05200170,"MISSISSIPPI RIVER NEAR VERN, M",Mississippi River,-95.2250734817217,47.3257053925524
USGS05243200,"SHELL RIVER NEAR HORTON, MN",Shell River,-95.1213316111132,46.8144409941399
USGS05244385,WING RIVER ABOVE WWTP AT VERND,Wing River,-95.0478813161778,46.3980240132023
USGS05244409,"REDEYE RIVER AT HILLVIEW, MN",Redeye River,-95.25722222,46.6780555600001
USGS05245295,"MORAN CREEK NEAR STAPLES, MN",Moran Creek,-94.8420582012073,46.252849608716
USGS05265698,"SWAN RIVER BELOW SOBIESKI, MN",Swan River,-94.4308636162992,45.9303787405913
USGS05267578,"SPUNK CREEK NEAR OPOLE, MN",Spunk Creek,-94.3368773629801,45.7607825413264
USGS05267930,"SKUNK RIVER NEAR BUCKMAN, MN",Skunk River,-94.17777156,45.92718776
USGS05268700,"LITTLE ROCK CREEK AT RICE, MN",Little Rock Creek,-94.2049246834419,45.7632778933716
USGS05270103,SAUK RIVER BELOW LAKE OSAKIS N,Sauk River,-95.08361111,45.86138889
USGS05272951,CLEARWATER RIVER ABOVE LAKE LO,Clearwater River,-94.2520111715896,45.2896713521456
USGS05273800,"ELK RIVER NEAR POPPLE CREEK, M",Elk River,-94.0421012930234,45.6620564781551
USGS05278020,MIDDLE FORK CROW RIVER AT CROW,Middle Fork Crow River,-94.7241598723611,45.2430919529279
USGS05284305,USGS05284305,Sequchie Creek,-93.8275760755588,46.2515421686154
USGS05284310,SEGUCHIE CREEK ABOVE MOUTH NEA,Sequchie Creek,-93.8211441906059,46.2536973937977
USGS05284690,WEST BRANCH RUM RIVER NEAR FOR,West Branch Rum River,-93.6960317452511,45.7072682935237
USGS05284945,STANCHFIELD CREEK AT SPRINGVAL,Stanchfield Creek,-93.305,45.63027778
USGS05286297,"CEDAR CREEK NEAR EAST BETHEL,",Cedar Creek,-93.2974722590884,45.3286752284717
USGS05286790,TROTT BROOK AT CO. RD. 5 IN RA,Trott Brook,-93.4398234761311,45.2824272935176
USGS05288705,USGS05288705,Shingle Creek,-93.3100413047963,45.0501201803337
USGS05314510,"CHETOMBA CREEK NEAR RENVILLE,",Chetomba Creek,-95.23917511,44.83995979
USGS0531656290,WEST FORK BEAVER CREEK AT 320,West Fork Beaver Creek,-95.0344433,44.69023837
USGS05320270,USGS05320270,Little Cobb River,-93.9089336026909,43.9965151074056
USGS05326189,SOUTH BRANCH RUSH RIVER AT CO,South Branch Rush River,-94.1502637660729,44.4653773789728
USGS05331833,"NAMEKAGON RIVER AT LEONARDS, W",Namekagon River,-91.3299371733904,46.1713956403721
USGS05333500,"ST. CROIX RIVER NEAR DANBURY,",Saint Croix River,-92.24741521,46.0749426
USGS05338955,WOOD RIVER @ NORTH WILLIAMS RO,Wood River,-92.63131371,45.7852297900001
USGS05340280,TRADE RIVER AT MELO DRIVE NEAR,Trade River,-92.64583333,45.68
USGS05340500,ST. CROIX RIVER AT ST. CROIX F,Saint Croix River,-92.64715129,45.40690608
USGS05340962,APPLE RIVER AT 70TH. ST. NEAR,Apple River,-92.305,45.45666667
USGS05341685,WILLOW RIVER AT 210TH AVENUE N,Willow River,-92.38,45.16555556
USGS05341752,WILLOW RIVER @ WILLOW R STATE,Willow River,-92.70853575,45.01163392
USGS05341763,"VALLEY BRANCH NEAR AFTON, MN -",Valley Branch,-92.79,44.91583333
USGS05357335,BEAR RIVER NEAR MANITOWISH WAT,Bear River,-89.98460351,46.04883771
USGS05358170,BUTTERNUT CREEK AT CUTOFF ROAD,Butternut Creek,-90.50322395,45.99634256
USGS053674464,"YELLOW RIVER AT BARRON, WI",Yellow River,-91.8301731,45.39523615
USGS05370000,EAU GALLE RIVER AT SPRING VALL,Eau Galle River,-92.23833333,44.85277778
USGS05371965,HUTCHINSON CREEK AT FRENCH VAL,Hutchinson Creek,-91.74015636,44.42996504
USGS05378183,JOOS VALLEY CREEK NEAR FOUNTAI,"",-91.66515317,44.21468571
USGS05378185,EAGLE CREEK AT CT HIGHWAY G NE,Eagle Creek,-91.67848642,44.20940798
USGS053793305,TRAVERSE VALLEY CREEK N. TRIB.,Traverse Valley Creek,-91.5516125519956,44.3981828602646
USGS053793306,TRAVERSE VALLEY CREEK S. TRIB.,Traverse Valley Creek,-91.55376657,44.39552038
USGS05382240,HALFWAY CREEK AT CTH ZN NEAR O,Halfway Creek,-91.27194444,43.92666667
USGS05382242,HALFWAY CREEK AT MOUTH AT CTH,"",-91.25861111,43.91638889
USGS05389400,USGS05389400,Bloody Run,-91.2063861107881,43.0405229621063
USGS05392070,TOMAHAWK RIVER AT THOROUGHFARE,"",-89.67820145,45.8549532300001
USGS05392083,LINK CR(MINOCQUA THOROUGHFARE),"",-89.66431254,45.87384176
USGS05394500,"PRAIRIE RIVER NEAR MERRILL, WI",Prairie River,-89.64984772,45.23579915
USGS05398000,"WISCONSIN RIVER AT ROTHSCHILD,",Wisconsin River,-89.63574722,44.88683056
USGS05406450,BLACK EARTH CREEK LOW FLOW NO,Black Earth Creek,-89.58123271,43.0874951
USGS054064509,BLACK EARTH CK AT STAGECOACH R,"",-89.62567747,43.09693912
USGS05406460,BLACK EARTH CREEK AT CROSS PLA,Black Earth Creek,-89.64567758,43.11054978
USGS05406465,BREWERY CREEK AT CT HIGHWAY K,"",-89.59678812,43.1491601
USGS05406469,BREWERY CREEK-UPSTREAM SITE-AT,"",-89.63512189,43.1252716500001
USGS05406470,"BREWERY CREEK AT CROSS PLAINS,","",-89.64039973,43.11916068
USGS054064785,BLACK EARTH CREEK TRIBUTARY AT,Black Earth Creek,-89.66456663,43.11166078
USGS054064895,GARFOOT CREEK AT BRAUN ROAD NE,Garfoot Creek,-89.69040023,43.08693915
USGS054064915,GARFOOT CREEK @ CT HIGHWAY KP,Garfoot Creek,-89.68178899,43.1116607
USGS054065145,VERMONT CREEK AT CT HIGHWAY KP,Vermont Creek,-89.75178956,43.13554857
USGS05406524,HALFWAY PRAIRIE CREEK @ HUDSON,Halfway Prairie Creek,-89.78027778,43.1766666700001
USGS054065295,MARSH VALLEY CREEK AT VOSS ROA,"",-89.77790075,43.1761029600001
USGS05408000,"KICKAPOO RIVER AT LA FARGE, WI",Kickapoo River,-90.64318611,43.57414037
USGS05414849,GALENA R.-UW PLTTEVIL FARMS UP,Galena River,-90.39485042,42.71860654
USGS05414850,GALENA R.-U.W. PLATTEVILLE FAR,Galena River,-90.39957265,42.71082897
USGS05423947,"KUMMEL CREEK NEAR THERESA, WI",Kummel Creek,-88.44260071,43.54221647
USGS05427085,ROCK RIVER AT ROBERT STREET AT,Rock River,-88.84288448,42.92750551
USGS054277505,TOKEN CREEK UPSTREAM SHONUS BR,Token Creek,-89.26194444,43.20222222
USGS054277602,TOKEN CREEK EAST BRANCH SHONUS,Token Creek,-89.26,43.20083333
USGS054277605,TOKEN CREEK WEST BRANCH SHONUS,Token Creek,-89.26055556,43.20111111
USGS05427761,TOKEN CREEK TRIB. @ STONEHAVEN,Token Creek,-89.26122638,43.20110369
USGS054277615,TOKEN CREEK SHONUS BRANCH AT S,Token Creek,-89.26166667,43.2019444400001
USGS05427762,TOKEN CREEK @ CNTY TRNK HGHWAY,Token Creek,-89.26400422,43.20110369
USGS05427763,TOKEN CREEK POND INLET AT TOKE,"",-89.28277778,43.20416667
USGS05427765,TOKEN CREEK TIERNEY BRANCH TRI,"",-89.27916667,43.20611111
USGS05427767,"TOKEN CREEK AT TOKEN CREEK, WI",Token Creek,-89.29317151,43.19804825
USGS05427780,TOKEN CREEK TRIB. @ BRANDYWOOD,"",-89.29122705,43.1949927900001
USGS05427790,THOMPSON BRANCH AT TOKEN CREEK,"",-89.30317174,43.19499279
USGS05427793,TOKEN CREEK HARBISON TRB @ STH,Token Creek,-89.3098255783949,43.1948334514251
USGS05427796,TOKEN CR HARBISON TRB @ POND O,Token Creek,-89.31277778,43.1888888900001
USGS05427800,"TOKEN CREEK NEAR MADISON, WI",Token Creek,-89.32456119,43.18110432
USGS05427850,YAHARA RIVER AT STATE HIGHWAY,Yahara River,-89.40206301,43.15082736
USGS05427948,"PHEASANT BRANCH AT MIDDLETON,",Pheasant Branch,-89.51178763,43.10332832
USGS05428500,YAHARA RIVER AT EAST MAIN STRE,Yahara River,-89.36095156,43.08944025
USGS05429510,YAHARA RIVER @ EXCHANGE ST. BR,Yahara River,-89.3026178,43.0047207800001
USGS05429700,YAHARA RIVER @ FORTON STREET B,Yahara River,-89.22039374,42.91972392
USGS05431016,JACKSON CREEK AT MOUND ROAD NE,Jackson Creek,-88.56093399,42.6408486
USGS05431017,DELAVAN LAKE INLET AT STATE HW,"",-88.58260114,42.62112652
USGS054322653,BREWERY CR TRIB-UPSTREAM SITE-,"",-90.13083333,42.88166667
USGS054322655,BREWERY CR TRB-DOWNSTREAM SITE,"",-90.13361111,42.87361111
USGS05435934,BADGER MILL CREEK AT NESBITT R,Badger Mill Creek,-89.49901043,43.00110855
USGS05435935,BADGER MILL CREEK @ HIGHWAYS 1,Badger Mill Creek,-89.49873264,42.99860863
USGS05435943,"BADGER MILL CREEK AT VERONA, W",Badger Mill Creek,-89.5395661,42.97694258
USGS05437050,"PECATONICA RIVER NR SHIRLAND,",Pecatonica River,-89.175,42.4380555600001
